topic, pmi, sc, its, alpha, gamma, eta, inference
81,57.0315,-445.824,2446,0.001,0.001,0.00114811,
82,34.6275,-294.595,2499,0.001,0.001,0.00114811,
83,38.2776,-245.455,2463,0.001,0.001,0.00114811,
84,73.0918,-280.091,2426,0.001,0.001,0.00114811,
85,92.4731,-252.161,2443,0.001,0.001,0.00114811,
86,53.0981,-374.984,2495,0.001,0.001,0.00114811,
87,53.6345,-216.187,2486,0.001,0.001,0.00114811,
88,66.4219,-294.886,2469,0.001,0.001,0.00114811,
89,74.686,-207.99,2475,0.001,0.001,0.00114811,
90,63.4151,-300.505,2461,0.001,0.001,0.00114811,
91,55.4887,-212.243,2505,0.001,0.001,0.00114811,
92,46.184,-370.49,2469,0.001,0.001,0.00114811,
93,63.6886,-412.384,2395,0.001,0.001,0.00114811,
94,69.8626,-369.015,2454,0.001,0.001,0.00114811,
95,52.7611,-198.82,2465,0.001,0.001,0.00114811,
96,51.2574,-310.322,2476,0.001,0.001,0.00114811,
97,38.7518,-322.036,2498,0.001,0.001,0.00114811,
98,47.5934,-341.855,2504,0.001,0.001,0.00114811,
99,58.0078,-207.008,2481,0.001,0.001,0.00114811,
100,42.9967,-481.547,2450,0.001,0.001,0.00114811,
101,68.8748,-306.164,2483,0.001,0.001,0.00114811,
102,73.4999,-287.217,2473,0.001,0.001,0.00114811,
103,60.3002,-178.398,2503,0.001,0.001,0.00114811,
104,117.553,-284.277,2499,0.001,0.001,0.00114811,
105,34.0271,-277.718,2475,0.001,0.001,0.00114811,
106,40.6941,-430.647,2480,0.001,0.001,0.00114811,
107,112.705,-382.814,2442,0.001,0.001,0.00114811,
108,40.3106,-303.311,2481,0.001,0.001,0.00114811,
109,51.3465,-221.475,2468,0.001,0.001,0.00114811,
110,47.662,-315.05,2483,0.001,0.001,0.00114811,
111,77.8652,-197.219,2473,0.001,0.001,0.00114811,
112,38.3194,-270.55,2491,0.001,0.001,0.00114811,
113,42.4303,-310.103,2502,0.001,0.001,0.00114811,
114,65.308,-331.578,2425,0.001,0.001,0.00114811,
115,45.9821,-259.679,2451,0.001,0.001,0.00114811,
116,79.892,-226.977,2469,0.001,0.001,0.00114811,
117,94.439,-317.204,2481,0.001,0.001,0.00114811,
118,55.542,-309.358,2497,0.001,0.001,0.00114811,
119,44.3953,-330.346,2454,0.001,0.001,0.00114811,
120,41.8038,-260.439,2458,0.001,0.001,0.00114811,
121,24.8344,-320.449,2458,0.001,0.001,0.00114811,
122,55.076,-260.801,2490,0.001,0.001,0.00114811,
123,39.2975,-306.872,2490,0.001,0.001,0.00114811,
124,50.8004,-307.094,2474,0.001,0.001,0.00114811,
125,32.843,-266.117,2482,0.001,0.001,0.00114811,
126,94.1615,-216.808,2492,0.001,0.001,0.00114811,
127,56.5675,-295.984,2474,0.001,0.001,0.00114811,
128,64.5701,-376.719,2477,0.001,0.001,0.00114811,
129,38.9232,-280.006,2436,0.001,0.001,0.00114811,
130,50.8313,-240.944,2489,0.001,0.001,0.00114811,
131,60.4524,-408.554,2394,0.001,0.001,0.00114811,
132,103.932,-287.188,2439,0.001,0.001,0.00114811,
133,71.5769,-254.054,2434,0.001,0.001,0.00114811,
134,136.705,-164.051,2516,0.001,0.001,0.00114811,
135,56.8367,-331.5,2423,0.001,0.001,0.00114811,
136,85.8184,-269.438,2414,0.001,0.001,0.00114811,
137,72.3222,-431.561,2402,0.001,0.001,0.00114811,
138,63.2662,-263.024,2467,0.001,0.001,0.00114811,
139,85.1091,-227.49,2477,0.001,0.001,0.00114811,
140,59.5193,-348.451,2475,0.001,0.001,0.00114811,
141,55.8835,-291.026,2475,0.001,0.001,0.00114811,
142,55.5111,-300.713,2516,0.001,0.001,0.00114811,
143,35.4709,-273.897,2506,0.001,0.001,0.00114811,
144,29.3155,-209.888,2452,0.001,0.001,0.00114811,
145,55.3802,-298.032,2482,0.001,0.001,0.00114811,
146,93.607,-161.681,2506,0.001,0.001,0.00114811,
147,46.2935,-310.114,2459,0.001,0.001,0.00114811,
148,7.24528,-509.926,2461,0.001,0.001,0.00114811,
149,33.8341,-349.13,2503,0.001,0.001,0.00114811,
150,91.7384,-278.408,2508,0.001,0.001,0.00114811,
151,88.6224,-343.516,2486,0.001,0.001,0.00114811,
152,45.905,-289.03,2499,0.001,0.001,0.00114811,
153,52.7352,-290.964,2500,0.001,0.001,0.00114811,
154,62.2638,-331.384,2458,0.001,0.001,0.00114811,
155,59.1139,-185.965,2502,0.001,0.001,0.00114811,
156,15.818,-338.963,2465,0.001,0.001,0.00114811,
157,30.4482,-282.573,2429,0.001,0.001,0.00114811,
158,23.7753,-283.984,2423,0.001,0.001,0.00114811,
159,58.4624,-286.674,2484,0.001,0.001,0.00114811,
160,44.0063,-342.893,2498,0.001,0.001,0.00114811,
161,31.7424,-362.2,2441,0.001,0.001,0.00114811,
162,61.7216,-312.904,2517,0.001,0.001,0.00114811,
163,48.0602,-292.975,2487,0.001,0.001,0.00114811,
164,67.7566,-370.965,2485,0.001,0.001,0.00114811,
165,35.5956,-322.177,2505,0.001,0.001,0.00114811,
166,93.4103,-367.869,2495,0.001,0.001,0.00114811,
167,55.1374,-302.545,2478,0.001,0.001,0.00114811,
168,46.6076,-230.398,2518,0.001,0.001,0.00114811,
169,39.3392,-364.192,2462,0.001,0.001,0.00114811,
170,42.6253,-382.961,2470,0.001,0.001,0.00114811,
171,2.16362,-291.201,2514,0.001,0.001,0.00114811,
172,54.9398,-338.171,2499,0.001,0.001,0.00114811,
173,48.87,-288.019,2515,0.001,0.001,0.00114811,
174,80.76,-401.037,2479,0.001,0.001,0.00114811,
175,43.0934,-340.646,2468,0.001,0.001,0.00114811,
176,43.0217,-382.534,2509,0.001,0.001,0.00114811,
177,55.9237,-366.872,2485,0.001,0.001,0.00114811,
178,71.7794,-258.704,2481,0.001,0.001,0.00114811,
179,69.8814,-262.362,2515,0.001,0.001,0.00114811,
180,36.0098,-329.489,2498,0.001,0.001,0.00114811,
181,43.6999,-314.054,2500,0.001,0.001,0.00114811,
182,18.7171,-359.898,2485,0.001,0.001,0.00114811,
183,26.4649,-373.73,2499,0.001,0.001,0.00114811,
184,24.4308,-298.147,2478,0.001,0.001,0.00114811,
185,50.2486,-371.833,2478,0.001,0.001,0.00114811,
186,57.5085,-366.316,2493,0.001,0.001,0.00114811,
187,54.3515,-397.501,2455,0.001,0.001,0.00114811,
188,52.5997,-301.074,2477,0.001,0.001,0.00114811,
189,43.9648,-309.644,2501,0.001,0.001,0.00114811,
190,31.4048,-316.586,2498,0.001,0.001,0.00114811,
191,36.4915,-391.662,2511,0.001,0.001,0.00114811,
192,28.7874,-353.546,2496,0.001,0.001,0.00114811,
193,35.1095,-285.861,2488,0.001,0.001,0.00114811,
194,-2.85805,-334.599,2482,0.001,0.001,0.00114811,
195,54.9081,-309.317,2449,0.001,0.001,0.00114811,
196,42.7449,-308.885,2493,0.001,0.001,0.00114811,
197,50.3662,-354.363,2434,0.001,0.001,0.00114811,
198,49.736,-338.493,2495,0.001,0.001,0.00114811,
199,14.9123,-266.463,2447,0.001,0.001,0.00114811,
200,57.0085,-364.427,2481,0.001,0.001,0.00114811,
201,42.5171,-401.042,2512,0.001,0.001,0.00114811,
202,35.418,-308.466,2491,0.001,0.001,0.00114811,
203,43.7674,-291.278,2476,0.001,0.001,0.00114811,
204,55.1193,-300.839,2492,0.001,0.001,0.00114811,
205,55.3917,-291.706,2489,0.001,0.001,0.00114811,
206,57.0456,-452.323,2459,0.001,0.001,0.00114811,
207,73.5097,-361.399,2457,0.001,0.001,0.00114811,
208,50.2716,-263.264,2474,0.001,0.001,0.00114811,
209,49.3128,-336.816,2470,0.001,0.001,0.00114811,
210,31.1899,-392.144,2500,0.001,0.001,0.00114811,
211,33.821,-277.979,2499,0.001,0.001,0.00114811,
212,57.8505,-279.693,2512,0.001,0.001,0.00114811,
213,40.0788,-312.45,2522,0.001,0.001,0.00114811,
214,40.3766,-290.878,2500,0.001,0.001,0.00114811,
215,37.2669,-344.228,2486,0.001,0.001,0.00114811,
216,48.7753,-439.12,2503,0.001,0.001,0.00114811,
217,64.1018,-330.919,2499,0.001,0.001,0.00114811,
218,32.9405,-423.294,2464,0.001,0.001,0.00114811,
219,29.9534,-350.421,2504,0.001,0.001,0.00114811,
220,56.8948,-446.013,2483,0.001,0.001,0.00114811,
221,31.1873,-306.641,2497,0.001,0.001,0.00114811,
222,26.3104,-276.652,2498,0.001,0.001,0.00114811,
223,47.9738,-384.24,2496,0.001,0.001,0.00114811,
224,40.2115,-370.281,2525,0.001,0.001,0.00114811,
225,46.0573,-269.295,2426,0.001,0.001,0.00114811,
226,29.9168,-269.179,2481,0.001,0.001,0.00114811,
227,15.7936,-355.099,2504,0.001,0.001,0.00114811,
228,51.3666,-345.356,2511,0.001,0.001,0.00114811,
229,39.7574,-239.036,2469,0.001,0.001,0.00114811,
230,39.7229,-333.975,2493,0.001,0.001,0.00114811,
231,42.3363,-346.179,2486,0.001,0.001,0.00114811,
232,40.4368,-369.286,2494,0.001,0.001,0.00114811,
233,31.8212,-335.222,2485,0.001,0.001,0.00114811,
234,9.4185,-260.101,2481,0.001,0.001,0.00114811,
235,47.6165,-300.669,2507,0.001,0.001,0.00114811,
236,26.4592,-393.694,2494,0.001,0.001,0.00114811,
237,37.9043,-311.755,2503,0.001,0.001,0.00114811,
238,63.2828,-281.811,2496,0.001,0.001,0.00114811,
239,32.4129,-388.834,2499,0.001,0.001,0.00114811,
240,30.7188,-363.66,2493,0.001,0.001,0.00114811,
241,31.7113,-335.825,2515,0.001,0.001,0.00114811,
242,34.301,-322.929,2485,0.001,0.001,0.00114811,
243,51.3675,-264.54,2488,0.001,0.001,0.00114811,
244,21.8753,-350.124,2486,0.001,0.001,0.00114811,
245,26.0732,-379.786,2513,0.001,0.001,0.00114811,
246,21.688,-395.246,2499,0.001,0.001,0.00114811,
247,30.9055,-385.922,2520,0.001,0.001,0.00114811,
248,-4.88646,-404.416,2494,0.001,0.001,0.00114811,
249,37.6975,-407.236,2521,0.001,0.001,0.00114811,
250,83.2457,-212.406,2517,0.001,0.001,0.00114811,
251,34.7179,-267.087,2509,0.001,0.001,0.00114811,
252,33.493,-385.506,2512,0.001,0.001,0.00114811,
253,38.4286,-352.028,2504,0.001,0.001,0.00114811,
254,-2.84211,-430.242,2513,0.001,0.001,0.00114811,
